ID,Name,,,,,,Energy,Might,Power,Card Type,Rarity,Domain,Tags,Ability,Image URL
ogn-242,Baited Hook,,,,,,3,,,Gear,Epic,Order,,"1 energy and 1 order rune, exhaust: Kill a friendly unit.
Look at the top 5 cards of your Main Deck. You may play a unit from among them that has Might up to 1 more than the killed unit, ignoring its cost. Then recycle the rest.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7b4e6a1e32878a7d5fe4e40869c83e47ea08de7c-744x1039.png
ogn-243,"Darius, Executioner",,,,,,6,6,1,Unit,Epic,Order,"Trifarian, Darius, Noxus","[Legion] — When you play me, ready me. (Get the effect if you've played another card this turn) Other friendly units have +1 might here.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7b71cf13a07074a6eccbe88ae6c74133d989cb68-744x1039.png
ogn-243a,"Darius, Executioner",,,,,,6,6,1,Unit,Showcase,Order,"Trifarian, Darius, Noxus","[Legion] — When you play me, ready me. (Get the effect if you've played another card this turn) Other friendly units have +1 might here.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/76a697f29d4fc3cd9a5e9a0ce79f229d26bc0c90-744x1039.png
ogn-244,Divine Judgment,,,,,,7,,2,Spell,Epic,Order,,"Each player chooses 2 units, 2 gear, 2 runes, and 2 cards in their hands. Recycle the rest.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/995778eea2e24fdc62ade38c2baa25b9f1e6ab79-744x1039.png
ogn-245,Seal of Unity,,,,,,0,,1,Gear,Epic,Order,,exhaust: [Reaction] — [Add] 1 order rune. (Abilities that add resources can't be reacted to.),https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e6fbd41d69bc0d235ea7993d2e9fa74e75e17dff-744x1039.png
ogn-246,"Viktor, Leader",,,,,,4,4,1,Unit,Epic,Order,"Viktor, Zaun","When another non-Recruit unit you control dies, play a 1 might Recruit unit token into your base.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ab390d6d074c3f07abba000cc166faa1796ec464-744x1039.png
ogn-246a,"Viktor, Leader",,,,,,4,4,1,Unit,Showcase,Order,"Viktor, Zaun","When another non-Recruit unit you control dies, play a 1 might Recruit unit token into your base.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/19b66f8eccd6d6e9d41048f73e44660f1cf77068-744x1039.png
ogn-247,Daughter of the Void,,,,,,,,,Legend,Rare,"Fury, Mind",Kai'Sa,exhaust: [Reaction] — [Add] 1 rune of any type. Use only to play spells. (Abilities that add resources can't be reacted to.),https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3ea826277086945a2cdfda4e41b771075aa8b15b-744x1039.png
ogn-248,Icathian Rain,,,,,,7,,3,Spell,Epic,"Fury, Mind",Kai'Sa,Do this 6 times: Deal 2 to a unit. (You can choose different units.),https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8df37f633d3da734f3f2d85808a7cb9eadec1b04-744x1039.png
ogn-249,Relentless Storm,,,,,,,,,Legend,Rare,"Fury, Body",Volibear,"When you play a [Mighty] unit, you may exhaust me to channel 1 rune exhausted. (A unit is Mighty while it has 5+ might.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8ef9c1827ccbba313d4591275e831854afffa5b1-744x1039.png
ogn-250,Stormbringer,,,,,,6,,2,Spell,Epic,"Fury, Body",Volibear,"Choose a friendly unit in your base. Deal damage equal to its Might to all enemy units at a battlefield, then move your unit there.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/d86c4137cc7f77f103cd7d6228125df8cb9a54e1-744x1039.png
ogn-251,Loose Cannon,,,,,,,,,Legend,Rare,"Fury, Chaos",Jinx,"At start of your Beginning Phase, draw 1 if you have one or fewer cards in your hand.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f57c14381b126e9f5a7b5bc4913151cb24c14fc3-744x1039.png
ogn-252,Super Mega Death Rocket!,,,,,,4,,1,Spell,Epic,"Fury, Chaos",Jinx,"Deal 5 to a unit. When you conquer, you may discard 1 to return this from your trash to your hand.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/95d6fd4d7944e759cfe7ee5e208fa329b719333b-744x1039.png
ogn-253,Hand of Noxus,,,,,,,,,Legend,Rare,"Fury, Order",Darius,"exhaust: [Reaction], [Legion] — [Add] 1 energy. (Abilities that add resources can't be reacted to. Get the effect if you've played a card this turn.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/5b9a904048b7fb936377844ec2d31564b7fedf81-744x1039.png
ogn-254,Noxian Guillotine,,,,,,4,,1,Spell,Epic,"Fury, Order",Darius,"[Action]_ (Play on your turn or in showdowns.)_ Choose a unit. Kill it the next time it takes damage this turn.
[Legion] — Kill it now instead. (Get the effect if you've played another card this turn.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/57f646b0393b58b657cfabf66357d9fc4a34e046-744x1039.png
ogn-255,Nine-Tailed Fox,,,,,,,,,Legend,Rare,"Calm, Mind",Ahri,"When an enemy unit attacks a battlefield you control, give it -1 might this turn, to a minimum of 1 might.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/56457c7986d3f140b7123a988149cc30a83493a7-744x1039.png
ogn-256,Fox-Fire,,,,,,3,,,Spell,Epic,"Calm, Mind",Ahri,[Hidden] (Hide now for 1 rune of any type to react with later for 0 energy.) [Action] (Play on your turn or in showdowns.) Kill any number of units at a battlefield with total Might 4 or less.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7ad9d6a46a1c54080d54950a0044da3a82e32b45-744x1039.png
ogn-257,Blind Monk,,,,,,,,,Legend,Rare,"Calm, Body",Lee Sin,"1 energy, exhaust: Buff a friendly unit. (If it doesn't have a buff, it gets a +1 might buff.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ffe064e002d3b9a366748eb85102a769b2545835-744x1039.png
ogn-258,Dragon's Rage,,,,,,4,,1,Spell,Epic,"Calm, Body",Lee Sin,Move an enemy unit. Then choose another enemy unit at its destination. They deal damage equal to their Mights to each other.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7f4cbd4fb340cc13b3fbe0ec0db706464d9b29f4-744x1039.png
ogn-259,Unforgiven,,,,,,,,,Legend,Rare,"Calm, Chaos",Yasuo,"2 energy, exhaust: Move a friendly unit to or from its base.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/33e3d5596de0f560087d40414d62b8245d1dbb0d-744x1039.png
ogn-260,Last Breath,,,,,,3,,2,Spell,Epic,"Calm, Chaos",Yasuo,[Action] (Play on your turn or in showdowns.) Ready a friendly unit. It deals damage equal to its Might to an enemy unit at a battlefield.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e7e6dc840210124825f787095541a66ae5cea178-744x1039.png
ogn-261,Radiant Dawn,,,,,,,,,Legend,Rare,"Calm, Order",Leona,"When you stun one or more enemy units, buff a friendly unit. (If it doesn't have a buff, it gets a +1 might buff.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/822b8bc7987a47498550708b18ef166b121fd620-744x1039.png
ogn-262,Zenith Blade,,,,,,3,,2,Spell,Epic,"Calm, Order",Leona,"[Action] (Play on your turn or in showdowns.) Stun an enemy unit at a battlefield.
You may move a friendly unit to that enemy unit's battlefield. (A stunned unit doesn't deal combat damage this turn.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a572f0bc3ed1bd47c5759d36f5b951b15338e57e-744x1039.png
ogn-263,Swift Scout,,,,,,,,,Legend,Rare,"Mind, Chaos",Teemo,"You may pay 1 energy to hide a card with [Hidden] instead of 1 rune of any type. 1 energy, exhaust: Put a Teemo unit you own into your hand from your Champion Zone or the board.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9723181e3392bb61c2aabc804a44f7b0558cedf1-744x1039.png
ogn-264,Guerilla Warfare,,,,,,2,,1,Spell,Epic,"Mind, Chaos",Teemo,Return up to two cards with [Hidden] from your trash to your hand. You can hide cards ignoring costs this turn.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3a1f70e49f1fdbac907a3395f517e96717e8afea-744x1039.png
ogn-265,Herald of the Arcane,,,,,,,,,Legend,Rare,"Mind, Order",Viktor,"1 energy, exhaust: Play a 1 might Recruit unit token.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/913236dabf1e4f71650bbba46870fff8163e2eff-744x1039.png
ogn-266,Siphon Power,,,,,,2,,1,Spell,Epic,"Mind, Order",Viktor,"[Reaction] (Play any time, even before spells and abilities resolve.) Choose a battlefield. Give friendly units there +1 might this turn and enemy units there -1 might this turn, to a minimum of 1 might.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b449170ba312711c82708d1fea2b044822ce5eaa-744x1039.png
ogn-267,Bounty Hunter,,,,,,,,,Legend,Rare,"Body, Chaos",Miss Fortune,exhaust: Give a unit [Ganking] this turn. (It can move from battlefield to battlefield.),https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e0635cebc3dd8ee5355dbbc090ca27ebeacebad7-744x1039.png
ogn-268,Bullet Time,,,,,,1,,,Spell,Epic,"Body, Chaos",Miss Fortune,[Action] (Play on your turn or in showdowns.) Pay any amount of 1 rune of any type to deal that much damage to all enemy units at a battlefield.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/96ed7f6b121a7f46003534393350838efe2776f0-744x1039.png
ogn-269,The Boss,,,,,,,,,Legend,Rare,"Body, Order",Sett,"When a buffed unit you control would die, you may pay 1 rune of any type and exhaust me to spend its buff and recall it exhausted instead. (Send it to base. This isn't a move.)
When you conquer, ready me.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b132becb843b2cf418cb110ead64758f49f51554-744x1039.png
ogn-270,Showstopper,,,,,,1,,1,Spell,Epic,"Body, Order",Sett,"Buff a friendly unit in your base, then move it to a battlefield. (If it doesn't have a buff, it gets a +1 might buff.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c9b6f7a7cca1589fb53276f74ac8bc547b31e5ec-744x1039.png
ogn-271,Recruit (DE),,,,n/a,,,1,,Unit,Common,Colorless,Recruit,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7c3362dc6e6e6fb724ef31b061a44d2976f5b01f-744x1039.png
ogn-272,Recruit (NX),,,,n/a,,,1,,Unit,Common,Colorless,Recruit,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c168ca334739090a060710dfc440982c3462ac8c-744x1039.png
ogn-273,Recruit (ZN),,,,n/a,,,1,,Unit,Common,Colorless,Recruit,,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/d93ec9a524a2989b9d7ef23c6fc02e8ce39959c2-744x1039.png
ogn-274,Sprite,,,,n/a,,,3,,Unit,Common,Colorless,Fae,"[Temporary] (Kill me at the start of your Beginning Phase, before scoring.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/055892752559d2d3d32e76f491a7a0b540e1a669-744x1039.png
ogn-275,Altar to Unity,,,,n/a,,,,,Battlefield,Uncommon,Colorless,,"When you hold here, play a 1 might Recruit unit token in your base.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2392529560dc9af72596c6fc65b4c0356bbc44d1-1038x744.png
ogn-276,Aspirant's Climb,,,,n/a,,,,,Battlefield,Uncommon,Colorless,,Increase the points needed to win the game by 1.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9301593f3800e68427469d38181b578a672473c3-1038x744.png
ogn-277,Back-Alley Bar,,,,n/a,,,,,Battlefield,Uncommon,Colorless,,"When a unit moves from here, give it +1 might this turn.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3e9f659a32e390b45bc87a01bdd6af4a8a3565f7-1038x744.png
ogn-278,Bandle Tree,,,,n/a,,,,,Battlefield,Uncommon,Colorless,,You may hide an additional card here.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/538f93a34006c4afaddb890cbc75b4db222f1783-1038x744.png
ogn-279,Fortified Position,,,,n/a,,,,,Battlefield,Uncommon,Colorless,,"When you defend here, choose a unit. It gains [Shield 2] this combat. (+2 might while it's a defender.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/45363bbd907f4f3717868cb04b3cfed814b3bb32-1038x744.png
ogn-280,Grove of the God-Willow,,,,n/a,,,,,Battlefield,Uncommon,Colorless,,"When you hold here, draw 1.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/1574863000ab23d69cbd388a32b1a09f29f78d5f-1038x744.png
ogn-281,Hallowed Tomb,,,,n/a,,,,,Battlefield,Uncommon,Colorless,,"When you hold here, you may return your Chosen Champion from your trash to your Champion Zone if it is empty.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2f29ea42fb3e1c8ce05d2e82f2a2fe0d45851953-1038x744.png
ogn-282,Monastery of Hirana,,,,n/a,,,,,Battlefield,Uncommon,Colorless,,"When you conquer here, you may spend a buff to draw 1.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8767d9ed30e2873d3fa1045f973be229da56175d-1038x744.png
ogn-283,Navori Fighting Pit,,,,n/a,,,,,Battlefield,Uncommon,Colorless,,"When you hold here, buff a unit here. (If it doesn't have a buff, it gets a +1 might buff.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/c03ed3ddf8b764963e4b0745e86a12a5ebcef2a3-1038x744.png
ogn-284,Obelisk of Power,,,,n/a,,,,,Battlefield,Uncommon,Colorless,,"At the start of each player's first Beginning Phase, that player channels 1 rune.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/649437d1dec8abcaae4fbbef64f06b8b679a8c2f-1038x744.png
ogn-285,Reaver's Row,,,,n/a,,,,,Battlefield,Uncommon,Colorless,,"When you defend here, you may move a friendly unit here to base.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/364af10bac81e6ffb8658b0dc0db551608d207ce-1038x744.png
ogn-286,Reckoner's Arena,,,,n/a,,,,,Battlefield,Uncommon,Colorless,,"When you hold here, activate the conquer effects of units here.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6b7d867487efcbefa8c3d67043a839497ec50388-1038x744.png
ogn-287,Sigil of the Storm,,,,n/a,,,,,Battlefield,Uncommon,Colorless,,"When you conquer here, recycle one of your runes.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/9b795e7a2af421aabc01dc6f35c0b5d547fe3c0e-1038x744.png
ogn-288,Startipped Peak,,,,n/a,,,,,Battlefield,Uncommon,Colorless,,"When you hold here, you may channel 1 rune exhausted.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/05adde1d8ab40e2a2f832a89ac5c9174ee78796f-1038x744.png
ogn-289,Targon's Peak,,,,n/a,,,,,Battlefield,Uncommon,Colorless,,"When you conquer here, ready 2 runes at the end of this turn.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6ff1b34ad231645910f670496e1662de0b545a44-1038x744.png
ogn-290,The Arena's Greatest,,,,n/a,,,,,Battlefield,Uncommon,Colorless,,"At the start of each player's first Beginning Phase, that player gains 1 point.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2afd8bdfdd42b1595af0746a6c6b92879ac770d6-1038x744.png
ogn-291,The Candlelit Sanctum,,,,n/a,,,,,Battlefield,Uncommon,Colorless,,"When you conquer here, look at the top two cards of your Main Deck. You may recycle one or both of them. Put those you don't back in any order.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f14fe78f2b7f3909eadb07bce24bd582e190653d-1038x744.png
ogn-292,The Dreaming Tree,,,,n/a,,,,,Battlefield,Uncommon,Colorless,,"The first time you choose a friendly unit with a spell here each turn, draw 1.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/82a30070a1461db889539b4b4b3c678990e19b6c-1038x744.png
ogn-293,The Grand Plaza,,,,n/a,,,,,Battlefield,Uncommon,Colorless,,"When you hold here, if you have 7+ units here, you win the game.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f9ca8d04cb269ad99bca7e6dae874cad1bec336a-1038x744.png
ogn-294,Trifarian War Camp,,,,n/a,,,,,Battlefield,Uncommon,Colorless,,Units here have +1 might. (This includes attackers.),https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/3788cf718e716e35a7fa20ec1dc56991644e6484-1038x744.png
ogn-295,Vilemaw's Lair,,,,n/a,,,,,Battlefield,Uncommon,Colorless,,Units can't move from here to base.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f374b90a0bec11a5f423e7d4ebd869ab1a146471-1038x744.png
ogn-296,Void Gate,,,,n/a,,,,,Battlefield,Uncommon,Colorless,,Spells and abilities affecting units here each deal 1 Bonus Damage. (Each instance of damage the spell deals is increased by 1.),https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/14a52a367fd41fd84745e050e62d1f281f733467-1038x744.png
ogn-297,Windswept Hillock,,,,n/a,,,,,Battlefield,Uncommon,Colorless,,Units here have [Ganking]. (They can move from battlefield to battlefield.),https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/aba557a4053fd76c6aa95b2b907ec682bad70d9f-1038x744.png
ogn-298,Zaun Warrens,,,,n/a,,,,,Battlefield,Uncommon,Colorless,,"When you conquer here, discard 1, then draw 1.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/458ee40086c77b43b98c2decbaf33a4aa2359bb9-1038x744.png
ogn-299,Daughter of the Void,,,,,,,,,Legend,Showcase,"Fury, Mind",Kai'Sa,exhaust: [Reaction] — [Add] 1 rune of any type. Use only to play spells. (Abilities that add resources can't be reacted to.),https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/57e13462b8fea9a5cfa1b424d3ad3005f37b00ad-1488x2078.png
ogn-299*,Daughter of the Void,,,,,,,,,Legend,Showcase,"Fury, Mind",Kai'Sa,exhaust: [Reaction] — [Add] 1 rune of any type. Use only to play spells. (Abilities that add resources can't be reacted to.),https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/ae8e68af43400f61f7391c0a6ee339fd718a7540-1488x2078.png
ogn-300,Relentless Storm,,,,,,,,,Legend,Showcase,"Fury, Body",Volibear,"When you play a [Mighty] unit, you may exhaust me to channel 1 rune exhausted. (A unit is Mighty while it has 5+ might.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/34aa11c88735be28266dbc61486a557454fd6b4c-1488x2078.png
ogn-300*,Relentless Storm,,,,,,,,,Legend,Showcase,"Fury, Body",Volibear,"When you play a [Mighty] unit, you may exhaust me to channel 1 rune exhausted. (A unit is Mighty while it has 5+ might.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/d5a629ce373a6add09bfacc4b584e509c6332334-1488x2078.png
ogn-301,Loose Cannon,,,,,,,,,Legend,Showcase,"Fury, Chaos",Jinx,"At start of your Beginning Phase, draw 1 if you have one or fewer cards in your hand.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/8a7dbbed04133926e58843f1d586f51178ef2ebd-1488x2078.png
ogn-301*,Loose Cannon,,,,,,,,,Legend,Showcase,"Fury, Chaos",Jinx,"At start of your Beginning Phase, draw 1 if you have one or fewer cards in your hand.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/30bed82f66ce9e4eae260d029d92c9d8cb1588ab-1488x2078.png
ogn-302,Hand of Noxus,,,,,,,,,Legend,Showcase,"Fury, Order",Darius,"exhaust: [Reaction], [Legion] — [Add] 1 energy. (Abilities that add resources can't be reacted to. Get the effect if you've played a card this turn.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/37d43efe09ccfe5d72ce37fdc27599bd5ef736af-1488x2078.png
ogn-302*,Hand of Noxus,,,,,,,,,Legend,Showcase,"Fury, Order",Darius,"exhaust: [Reaction], [Legion] — [Add] 1 energy. (Abilities that add resources can't be reacted to. Get the effect if you've played a card this turn.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/12c95a3eb215ad0d45fd5d3fd5b7a4c29c6887fb-1488x2078.png
ogn-303,Nine-Tailed Fox,,,,,,,,,Legend,Showcase,"Calm, Mind",Ahri,"When an enemy unit attacks a battlefield you control, give it -1 might this turn, to a minimum of 1 might.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/dc89c6a2415debd5bf504ed46843f5dcc1d9b815-1488x2078.png
ogn-303*,Nine-Tailed Fox,,,,,,,,,Legend,Showcase,"Calm, Mind",Ahri,"When an enemy unit attacks a battlefield you control, give it -1 might this turn, to a minimum of 1 might.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e5fe571a8f09c0a9e76345ec32b446480f54617c-1488x2078.png
ogn-304,Blind Monk,,,,,,,,,Legend,Showcase,"Calm, Body",Lee Sin,"1 energy, exhaust: Buff a friendly unit. (If it doesn't have a buff, it gets a +1 might buff.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/fb6316c39ad2a00d65f4b6cc823cbdd61cadda3b-1488x2078.png
ogn-304*,Blind Monk,,,,,,,,,Legend,Showcase,"Calm, Body",Lee Sin,"1 energy, exhaust: Buff a friendly unit. (If it doesn't have a buff, it gets a +1 might buff.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/b4dfd543b1cfcdefba4568fe78146e0d6e46add7-1488x2078.png
ogn-305,Unforgiven,,,,,,,,,Legend,Showcase,"Calm, Chaos",Yasuo,"2 energy, exhaust: Move a friendly unit to or from its base.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/2c804ec513085702763a9145fac93a8adb6c4783-1488x2078.png
ogn-305*,Unforgiven,,,,,,,,,Legend,Showcase,"Calm, Chaos",Yasuo,"2 energy, exhaust: Move a friendly unit to or from its base.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/6a06599a299b15175984c1e38d27a3be21258fbe-1488x2078.png
ogn-306,Radiant Dawn,,,,,,,,,Legend,Showcase,"Calm, Order",Leona,"When you stun one or more enemy units, buff a friendly unit. (If it doesn't have a buff, it gets a +1 might buff.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/496d173b74d036a9e28ca1b4383551be0148f13d-1488x2078.png
ogn-306*,Radiant Dawn,,,,,,,,,Legend,Showcase,"Calm, Order",Leona,"When you stun one or more enemy units, buff a friendly unit. (If it doesn't have a buff, it gets a +1 might buff.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/69e3e025650b84499aa60a635c0b1811aeea4292-1488x2078.png
ogn-307,Swift Scout,,,,,,,,,Legend,Showcase,"Mind, Chaos",Teemo,"You may pay 1 energy to hide a card with [Hidden] instead of 1 rune of any type. 1 energy, exhaust: Put a Teemo unit you own into your hand from your Champion Zone or the board.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/e2fbf10efaddbabe9241bd2c7b4d059accd1d5a7-1488x2078.png
ogn-307*,Swift Scout,,,,,,,,,Legend,Showcase,"Mind, Chaos",Teemo,"You may pay 1 energy to hide a card with [Hidden] instead of 1 rune of any type. 1 energy, exhaust: Put a Teemo unit you own into your hand from your Champion Zone or the board.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4fd9e82cbd96010e2556430970d433022b541a51-1488x2078.png
ogn-308,Herald of the Arcane,,,,,,,,,Legend,Showcase,"Mind, Order",Viktor,"1 energy, exhaust: Play a 1 might Recruit unit token.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a39902058db800a4318f3333dddb8a62a8751d7c-1488x2078.png
ogn-308*,Herald of the Arcane,,,,,,,,,Legend,Showcase,"Mind, Order",Viktor,"1 energy, exhaust: Play a 1 might Recruit unit token.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/96a271946a650c142e0409b7a2da24ba7d11fb28-1488x2078.png
ogn-309,Bounty Hunter,,,,,,,,,Legend,Showcase,"Body, Chaos",Miss Fortune,exhaust: Give a unit [Ganking] this turn. (It can move from battlefield to battlefield.),https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/f4b7f334f442d30ccea4743c641760c5533804b4-1488x2078.png
ogn-309*,Bounty Hunter,,,,,,,,,Legend,Showcase,"Body, Chaos",Miss Fortune,exhaust: Give a unit [Ganking] this turn. (It can move from battlefield to battlefield.),https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/37153cce7f58b2fceb28ea9ff91deb0411f849e2-1488x2078.png
ogn-310,The Boss,,,,,,,,,Legend,Showcase,"Body, Order",Sett,"When a buffed unit you control would die, you may pay 1 rune of any type and exhaust me to spend its buff and recall it exhausted instead. (Send it to base. This isn't a move.)
When you conquer, ready me.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/af042a5ee9ca9cca47b6f9736b33aaa599353516-1488x2078.png
ogn-310*,The Boss,,,,,,,,,Legend,Showcase,"Body, Order",Sett,"When a buffed unit you control would die, you may pay 1 rune of any type and exhaust me to spend its buff and recall it exhausted instead. (Send it to base. This isn't a move.)
When you conquer, ready me.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/94e0699e0eb784dec7e6a4cd11b55f48d89bc1c4-1488x2078.png
ogs-001,"Annie, Fiery",,,,,,5,4,1,Unit,Epic,Fury,"Annie, Noxus",Your spells and abilities deal 1 Bonus Damage. (Each instance of damage the spell deals is increased by 1.),https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/532d75dc36a16eb5954253a77366fcceac7aec62-744x1039.png
ogs-002,Firestorm,,,,,,6,,1,Spell,Uncommon,Fury,,Deal 3 to all enemy units at a battlefield.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a7a34129e64f0296bf2da166c2b06ed156d568db-744x1039.png
ogs-003,Incinerate,,,,,,2,,,Spell,Common,Fury,,[Action]_ (Play on your turn or in showdowns.)_ Deal 2 to a unit at a battlefield.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/46e4eaada1412f9b6c24751bdb3932c6a51e905f-744x1039.png
ogs-004,"Yi, Meditative",,,,,,5,4,1,Unit,Rare,Calm,"Master Yi, Ionia","While you have 8+ runes, I have +4 might.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/5508566c8f05f09492148faa803332a731095eb7-744x1039.png
ogs-005,Zephyr Sage,,,,,,6,6,1,Unit,Uncommon,Calm,"Ionia, Bird",[Shield] (+1 might while I'm a defender.),https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/7664b03bb107954195153d9f2f86c5d63682fa4b-744x1039.png
ogs-006,"Lux, Illuminated",,,,,,6,5,1,Unit,Rare,Mind,"Lux, Demacia","When you play a spell that costs 5 energy or more, give me +3 might this turn.",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/a0d10edf30abb6fde21f5d386e9a7db3c1b0a098-744x1039.png
ogs-007,"Garen, Rugged",,,,,,6,5,1,Unit,Rare,Body,"Elite, Garen, Demacia","[Assault 2], [Shield 2] (+2 might while I'm an attacker or defender.)",https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/67c22dc29a7a28dabe0f169a7848c25bef1fbda4-744x1039.png
ogs-008,Gentlemen's Duel,,,,,,6,,1,Spell,Common,Body,,[Action] (Play on your turn or in showdowns.) Give a friendly unit +3 might this turn. Then choose an enemy unit. They deal damage equal to their Mights to each other.,https://cmsassets.rgpub.io/sanity/images/dsfx7636/game_data_live/4568ab827fdcd42d6bb86b1c2de6182e286c9ee9-744x1039.png
